clade_membership,frequency,projected_frequency,n_strains,observed_frequency,future_n_strains,forecast_error,absolute_forecast_error,sample,timepoint,future_timepoint,delta_month,delay_type
A.6.8.5.2.4.1.4.3.1.12,0.483944,0.41089684433650103,530,0.418744,569,0.007847155663498973,0.007847155663498973,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1,0.48393200000000003,0.41088246849824134,529,0.417173,568,0.006290531501758678,0.006290531501758678,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.1,0.006183,0.0048179673969701,4,0.001986,5,-0.0028319673969701004,0.0028319673969701004,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.2,0.024823,0.017417675213475894,28,0.008702,19,-0.008715675213475894,0.008715675213475894,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.3,0.067735,0.0687777298249429,73,0.042967,72,-0.025810729824942903,0.025810729824942903,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4,0.301127,0.251414409683293,284,0.318451,387,0.067036590316707,0.067036590316707,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.1,0.0123,0.00708333133003658,12,0.015824,20,0.008740668669963422,0.008740668669963422,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.2,0.047143,0.046431507305211436,56,0.046498,59,6.649269478856135e-05,6.649269478856135e-05,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.3,0.06321500000000001,0.057877553143749566,54,0.027421,56,-0.030456553143749565,0.030456553143749565,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.4,0.036862,0.030356413560331332,22,0.076437,67,0.04608058643966867,0.04608058643966867,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.10665300000000001,0.08008635990935754,82,0.13530599999999998,149,0.05521964009064244,0.05521964009064244,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.1,0.017413,0.0117009362291703,12,0.011752,18,5.1063770829700914e-05,5.1063770829700914e-05,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2,0.002299,0.0013100593710951998,2,0.006344,5,0.0050339406289048,0.0050339406289048,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.5,0.010437,0.007108513308140889,38,0.00048300000000000003,7,-0.006625513308140889,0.006625513308140889,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.6,0.001224,0.0009213120609972,1,8.8e-05,1,-0.0008333120609972,0.0008333120609972,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.7,0.005051999999999999,0.0028805640630790745,10,0.0018639999999999998,4,-0.0010165640630790747,0.0010165640630790747,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.7.1,0.002106,0.0011716305000316009,7,0.000336,1,-0.0008356305000316009,0.0008356305000316009,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.7.2,0.002907,0.0016840600038063001,2,0.0015279999999999998,3,-0.0001560600038063003,0.0001560600038063003,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.8,0.33064,0.42683513655276545,246,0.35194400000000003,439,-0.07489113655276541,0.07489113655276541,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.8.1,0.016186,0.0170877921490326,10,0.017319,21,0.00023120785096740135,0.00023120785096740135,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.8.2,0.019665000000000002,0.0161732266818361,11,0.032172,34,0.0159987733181639,0.0159987733181639,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.4.3.1.8.3,0.12608,0.1474697147557257,83,0.146237,165,-0.0012327147557257,0.0012327147557257,h3n2_no_delay,2017-01-01,2017-04-01,3.0,none
A.6.8.5.2.4.1.3,0.08169199999999999,0.07909252120221565,118,0.036866,68,-0.04222652120221564,0.04222652120221564,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.3.5,1.3e-05,7.711843287994552e-06,1,0.0,0,-7.711843287994552e-06,7.711843287994552e-06,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.3.6,0.08166499999999999,0.07907874428837824,116,0.036866,68,-0.04221274428837824,0.04221274428837824,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.3.6.1,0.0042380000000000004,0.003383916391283063,6,0.000401,3,-0.002982916391283063,0.002982916391283063,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.3.6.4,0.072742,0.07194344839794142,97,0.007546,43,-0.06439744839794143,0.06439744839794143,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.3.6.4.3,0.066621,0.06741808992179404,90,0.007285,40,-0.060133089921794045,0.060133089921794045,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.3.6.4.3.1,0.062605,0.06410293522290243,86,0.007031,37,-0.05707193522290243,0.05707193522290243,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1,0.918228,0.9209074787977498,746,0.963042,1203,0.04213452120225014,0.04213452120225014,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.11,0.082446,0.0771607851133793,46,0.105667,123,0.028506214886620695,0.028506214886620695,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12,0.503752,0.4507138992667977,457,0.418744,569,-0.03196989926679772,0.03196989926679772,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1,0.503731,0.4506829918716954,456,0.417173,568,-0.0335099918716954,0.0335099918716954,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.1,0.004262,0.0030595432721511,2,0.001986,5,-0.0010735432721511,0.0010735432721511,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.2,0.029656000000000002,0.024861254868282973,24,0.008702,19,-0.01615925486828297,0.01615925486828297,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.3,0.082746,0.08927311920454108,66,0.042967,72,-0.04630611920454108,0.04630611920454108,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4,0.275044,0.23773995914477253,226,0.318451,387,0.08071104085522746,0.08071104085522746,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.1,0.020522000000000002,0.011805459931598088,13,0.015824,20,0.004018540068401914,0.004018540068401914,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.2,0.047435,0.04696115529398785,54,0.046498,59,-0.0004631552939878547,0.0004631552939878547,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.3,0.057924,0.05867746003414294,40,0.027421,56,-0.03125646003414294,0.03125646003414294,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.4,0.019752,0.014596850694120601,9,0.076437,67,0.0618401493058794,0.0618401493058794,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.09055400000000001,0.07425433241355221,53,0.13530599999999998,149,0.06105166758644777,0.06105166758644777,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.1,0.017595,0.012182256770316301,8,0.011752,18,-0.0004302567703163007,0.0004302567703163007,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2,0.000561,0.0006053855177718,1,0.006344,5,0.0057386144822282,0.0057386144822282,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.4,1.5e-05,8.92906784324059e-06,1,0.0,0,-8.92906784324059e-06,8.92906784324059e-06,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.5,0.017455000000000002,0.012353185370445616,42,0.00048300000000000003,7,-0.011870185370445615,0.011870185370445615,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.6,0.00204,0.0014500639019752,1,8.8e-05,1,-0.0013620639019752,0.0013620639019752,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.7,0.0020180000000000003,0.000972650334391281,9,0.0018639999999999998,4,0.0008913496656087188,0.0008913496656087188,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.7.1,0.00038,0.00023480710127616174,7,0.000336,1,0.00010119289872383825,0.00010119289872383825,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.7.2,0.001574,0.0006988788948806,1,0.0015279999999999998,3,0.0008291211051193999,0.0008291211051193999,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.8,0.293378,0.3648598529193688,162,0.35194400000000003,439,-0.012915852919368753,0.012915852919368753,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.8.1,0.016998,0.0185051507734726,7,0.017319,21,-0.0011861507734725989,0.0011861507734725989,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.8.2,0.011393,0.0090502082198252,4,0.032172,34,0.0231217917801748,0.0231217917801748,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1.8.3,0.101844,0.1236347594217629,48,0.146237,165,0.022602240578237107,0.022602240578237107,h3n2_ideal_delay,2017-01-01,2017-04-01,3.0,ideal
A.6.8.5.2.4.1.3,0.110779,0.12138947000128486,90,0.036866,68,-0.08452347000128485,0.08452347000128485,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.3.5,4.1e-05,2.102421339316527e-05,1,0.0,0,-2.102421339316527e-05,2.102421339316527e-05,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.3.6,0.110692,0.12134811878559809,88,0.036866,68,-0.08448211878559808,0.08448211878559808,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.3.6.1,0.013665,0.011252489689658703,8,0.000401,3,-0.010851489689658702,0.010851489689658702,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.3.6.4,0.088813,0.10367684514088021,69,0.007546,43,-0.09613084514088022,0.09613084514088022,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.3.6.4.3,0.077498,0.09458224704013381,62,0.007285,40,-0.08729724704013381,0.08729724704013381,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.3.6.4.3.1,0.071175,0.0899872178089854,60,0.007031,37,-0.0829562178089854,0.0829562178089854,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1,0.889215,0.8786105299986937,453,0.963042,1203,0.08443147000130624,0.08443147000130624,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.11,0.088749,0.08825642647148291,22,0.105667,123,0.01741057352851709,0.01741057352851709,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12,0.489514,0.44903124895372,293,0.418744,569,-0.03028724895371998,0.03028724895371998,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1,0.489448,0.4489432251169928,292,0.417173,568,-0.03177022511699279,0.03177022511699279,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.1,0.004568,0.0025794835845536408,2,0.001986,5,-0.0005934835845536409,0.0005934835845536409,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.2,0.030455000000000003,0.022522679259218734,11,0.008702,19,-0.013820679259218734,0.013820679259218734,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.3,0.078471,0.08057068159906568,36,0.042967,72,-0.03760368159906568,0.03760368159906568,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4,0.263762,0.2362164401408841,147,0.318451,387,0.08223455985911587,0.08223455985911587,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.1,0.035913,0.022992757274244977,10,0.015824,20,-0.007168757274244975,0.007168757274244975,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.2,0.07797,0.08070387942968353,37,0.046498,59,-0.03420587942968353,0.03420587942968353,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.3,0.037551,0.037373208486756904,19,0.027421,56,-0.009952208486756903,0.009952208486756903,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.4,0.013687000000000001,0.011165688495487,4,0.076437,67,0.065271311504513,0.065271311504513,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.060922000000000004,0.0520847765645767,21,0.135306,149,0.08322122343542332,0.08322122343542332,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.1,0.021048,0.0147899870745812,4,0.011752,18,-0.0030379870745811995,0.0030379870745811995,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.4,5.8e-05,2.9780524332805096e-05,2,0.0,0,-2.9780524332805096e-05,2.9780524332805096e-05,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.5,0.026244,0.01925102612376202,31,0.00048300000000000003,7,-0.018768026123762018,0.018768026123762018,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.6,0.006562,0.004559167143379,1,8.8e-05,1,-0.0044711671433789995,0.0044711671433789995,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.7,0.006366,0.0030614503803070812,8,0.0018639999999999998,4,-0.0011974503803070815,0.0011974503803070815,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.7.1,0.001097,0.0006840295636245812,6,0.000336,1,-0.0003480295636245812,0.0003480295636245812,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.7.2,0.005062,0.0022532108976564,1,0.0015279999999999998,3,-0.0007252108976564002,0.0007252108976564002,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.8,0.244936,0.29074516345149504,60,0.35194400000000003,439,0.061198836548505,0.061198836548505,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1.8.3,0.090716,0.1026682305751579,18,0.146237,165,0.0435687694248421,0.0435687694248421,h3n2_realistic_delay,2017-01-01,2017-04-01,3.0,realistic
A.6.8.5.2.4.1.3.6,0.07047400000000001,0.044148442641471886,114,0.036719,38,-0.007429442641471884,0.007429442641471884,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.3.6.1,0.0044020000000000005,0.00178196337763751,7,0.001372,1,-0.00040996337763750997,0.00040996337763750997,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.3.6.4,0.057303,0.03831245622400241,91,0.000335,5,-0.03797745622400241,0.03797745622400241,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.3.6.4.3,0.053633,0.03650722934938751,84,0.000335,5,-0.036172229349387505,0.036172229349387505,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.3.6.4.3.1,0.049986,0.03347775976288884,80,0.000335,5,-0.033142759762888836,0.033142759762888836,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1,0.929416,0.9558515573584877,917,0.963257,1108,0.0074054426415123276,0.0074054426415123276,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.11,0.083944,0.0712235028628302,64,0.136106,137,0.0648824971371698,0.0648824971371698,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12,0.483944,0.32595670600775406,530,0.534292,537,0.20833529399224593,0.20833529399224593,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1,0.48393200000000003,0.3259416007120074,529,0.534046,536,0.20810439928799263,0.20810439928799263,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.1,0.006183,0.0035813913633603,4,0.001134,2,-0.0024473913633603,0.0024473913633603,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.2,0.024823,0.010922478998311055,28,0.009675000000000001,10,-0.0012474789983110534,0.0012474789983110534,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.3,0.067735,0.06452896209311512,73,0.02132,37,-0.04320896209311512,0.04320896209311512,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4,0.301127,0.196053083051735,284,0.480562,446,0.28450891694826497,0.28450891694826497,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.1,0.0123,0.0036080302320354355,12,0.0077399999999999995,12,0.004131969767964564,0.004131969767964564,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.2,0.047143,0.044100636136867225,56,0.016021,41,-0.028079636136867224,0.028079636136867224,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.3,0.06321500000000001,0.0487817833695602,54,0.020722,40,-0.028059783369560196,0.028059783369560196,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.4,0.036862,0.022230613608853433,22,0.11057800000000001,105,0.08834738639114657,0.08834738639114657,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.10665300000000001,0.05419640394281113,82,0.315992,230,0.2617955960571889,0.2617955960571889,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.1,0.017413,0.0069868988401747,12,0.040174,23,0.0331871011598253,0.0331871011598253,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2,0.002299,0.0007033277159807999,2,0.010426999999999999,10,0.0097236722840192,0.0097236722840192,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.5,0.010437,0.004522524543105901,38,0.002733,1,-0.0017895245431059012,0.0017895245431059012,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.6,0.001224,0.000608241737771,1,0.0,0,-0.000608241737771,0.000608241737771,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.7,0.005051999999999999,0.0014620108579638954,10,0.00010400000000000001,2,-0.0013580108579638954,0.0013580108579638954,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.7.1,0.002106,0.0005742431776957024,7,0.0,0,-0.0005742431776957024,0.0005742431776957024,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.7.2,0.002907,0.0008738535717996,2,0.00010400000000000001,2,-0.0007698535717996,0.0007698535717996,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.8,0.33064,0.5433549018765981,246,0.168937,335,-0.37441790187659807,0.37441790187659807,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.8.1,0.016186,0.0165557859628724,10,0.002346,14,-0.014209785962872399,0.014209785962872399,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.8.2,0.019665000000000002,0.0118650249454328,11,0.032507,37,0.0206419750545672,0.0206419750545672,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.4.3.1.8.3,0.12608,0.1578431313373762,83,0.084087,144,-0.07375613133737621,0.07375613133737621,h3n2_no_delay,2017-01-01,2017-07-01,6.0,none
A.6.8.5.2.4.1.3,0.08169199999999999,0.07135371713233385,118,0.036719,38,-0.03463471713233385,0.03463471713233385,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.3.5,1.3e-05,4.078048016473038e-06,1,0.0,0,-4.078048016473038e-06,4.078048016473038e-06,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.3.6,0.08166499999999999,0.07134729688972367,116,0.036719,38,-0.03462829688972367,0.03462829688972367,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.3.6.1,0.0042380000000000004,0.002424689786814605,6,0.001372,1,-0.001052689786814605,0.001052689786814605,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.3.6.4,0.072742,0.06623727100619703,97,0.000335,5,-0.06590227100619703,0.06590227100619703,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.3.6.4.3,0.066621,0.0632155251165899,90,0.000335,5,-0.0628805251165899,0.0628805251165899,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.3.6.4.3.1,0.062605,0.06076301142860924,86,0.000335,5,-0.060428011428609235,0.060428011428609235,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1,0.918228,0.928646282867633,746,0.963257,1108,0.034610717132367075,0.034610717132367075,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.11,0.082446,0.0677584329131415,46,0.136106,137,0.0683475670868585,0.0683475670868585,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12,0.503752,0.39340808368469393,457,0.534292,537,0.14088391631530606,0.14088391631530606,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1,0.503731,0.3933675342495276,456,0.534046,536,0.14067846575047244,0.14067846575047244,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.1,0.004262,0.0019805228840814,2,0.001134,2,-0.0008465228840813998,0.0008465228840813998,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.2,0.029656000000000002,0.019359359811450767,24,0.009675000000000001,10,-0.009684359811450766,0.009684359811450766,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.3,0.082746,0.09360393734465518,66,0.02132,37,-0.07228393734465519,0.07228393734465519,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4,0.275044,0.201625592177017,226,0.480562,446,0.278936407822983,0.278936407822983,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.1,0.020522000000000002,0.0061023551853570356,13,0.0077399999999999995,12,0.001637644814642964,0.001637644814642964,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.2,0.047435,0.0470399107550005,54,0.016021,41,-0.031018910755000496,0.031018910755000496,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.3,0.057924,0.0568148615251475,40,0.020722,40,-0.0360928615251475,0.0360928615251475,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.4,0.019752,0.009777685016807066,9,0.11057800000000001,105,0.10080031498319295,0.10080031498319295,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.09055400000000001,0.05743067646072259,53,0.315992,230,0.2585613235392774,0.2585613235392774,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.1,0.017595,0.0077154562526869,8,0.040174,23,0.0324585437473131,0.0324585437473131,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2,0.000561,0.0005823451857124,1,0.010426999999999999,10,0.009844654814287599,0.009844654814287599,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.4,1.5e-05,4.738057013959645e-06,1,0.0,0,-4.738057013959645e-06,4.738057013959645e-06,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.5,0.017455000000000002,0.008405095936810275,42,0.002733,1,-0.005672095936810275,0.005672095936810275,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.6,0.00204,0.0009188051295146,1,0.0,0,-0.0009188051295146,0.0009188051295146,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1.7,0.0020180000000000003,0.00042743655406487276,9,0.00010400000000000001,2,-0.00032343655406487273,0.00032343655406487273,h3n2_ideal_delay,2017-01-01,2017-07-01,6.0,ideal
